timestamp,cpu_total_pct,cpu_core_min,cpu_core_max,cpu_cores_csv,cpu_freq_min_mhz,cpu_freq_max_mhz,cpu_freq_csv,igpu_pct,igpu_ded_mb,igpu_shared_mb,nvidia_gpu_pct,nvidia_mem_pct,nvidia_mem_used_mb,nvidia_mem_total_mb,nvidia_temp_c,nvidia_power_w,nvidia_sm_clk_mhz,nvidia_mem_clk_mhz,nvidia_pcie_gen,nvidia_pcie_width,nvidia_throttle,nvidia_pcie_rx_kbs,nvidia_pcie_tx_kbs,nvidia_pstate,nvidia_power_limit_w,nvidia_sm_clk_max_mhz,nvidia_mem_clk_max_mhz,nvidia_sm_clk_eff_pct,nvidia_mem_clk_eff_pct,nvidia_power_eff_pct,npu_pct,npu_ded_mb,npu_shared_mb,npu_process_count,npu_infer_ms,cpu_throttle_pct,soc_temp_c,rapl_cpu_w,rapl_igpu_w,rapl_npu_w,rapl_soc_w,ram_used_gb,ram_total_gb,l0_gpu_busy,l0_xve_active,l0_xve_stall,l0_xve_occupancy,l0_l3_stall,l0_gpu_freq_mhz,l0_mem_read_gbs,l0_mem_write_gbs,l0_compute_busy,l0_copy_busy,l0_render_busy,zes_gpu_busy,zes_compute_busy,zes_render_busy,zes_copy_busy,zes_media_busy,zes_freq_mhz,zes_mem_used_mb,zes_temp_c,zes_power_w,dram_read_gbs,dram_write_gbs,dram_total_gbs,l3miss_millions,ia_dram_bw_gbs,nonia_dram_bw_gbs,bw_source,dram_page_hit_rate_rd,dram_page_hit_rate_wr,dram_rd_latency_imc_clks,dram_rd_latency_ns,imc_freq_ghz
2026-09-23 14:10:41.577,23.8,0,75,25;60;75;40;25;0;20;0;50;20;0;0;40;25;0;0,1992,4653,4614;4631;4653;4559;2884;2904;2714;2519;3014;2956;2172;2285;2012;2130;1992;2338,6.2,0.0,934.3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,65.1,0.0,0.0,0.0,0.0,13.6,63.4,72.5482392013073,3.349824197590351,16.0384863615036,16.04740035533905,0.9933799664431717,1799.0,0.0,0.0,0.0,0.0,50.073156843252946,0.0,0.0,0.0,0.0,0.0,450.0,929.6,0.0,0.0,,,,,,,,,,,,
2026-09-23 14:10:42.577,18.6,2,84,43;31;84;8;30;9;10;9;33;10;3;5;8;10;2;3,2080,4701,4652;4666;4701;4632;3009;3118;3217;3260;3029;3084;3090;3240;2080;2147;2528;2641,4.7,0.0,930.7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,67.1,0.0,0.0,0.0,0.0,13.7,63.4,73.42791809274557,3.7706772468922916,14.749591625912089,12.863921099005731,0.6320499336878368,1118.4835680751173,0.0,0.0,0.0,0.0,49.51203539319546,0.0,0.0,0.0,0.0,0.0,450.0,929.6,0.0,0.0,,,,,,,,,,,,
2026-09-23 14:10:43.577,12.6,0,70,33;14;70;9;18;5;0;0;25;2;0;0;23;0;2;0,981,4659,4184;4338;4561;4659;2785;2408;2381;1562;2618;2339;1604;1463;1454;1194;1137;981,4.7,0.0,930.7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,64.1,22.6,0.56,0.39,29.25,13.7,63.4,83.59838981893327,4.284253173735407,17.22275366253323,16.366484134727052,1.210127876395321,1180.6666666666667,0.0,0.0,0.5562438091470135,0.060370752546522355,49.6408528423092,0.9,0.0,0.0,0.0,0.0,450.0,930.7,0.0,0.0,,,,,,,,,,,,
2026-09-23 14:10:44.578,14.7,0,91,37;28;91;8;23;8;0;0;32;0;0;0;6;3;0;0,948,4681,4253;4555;4629;4681;3014;2244;2422;3032;2823;1980;2051;2074;1284;1020;1011;948,4.4,0.0,928.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,61.1,22.6,0.56,0.39,29.25,13.9,63.4,69.18621043750218,4.550006688748087,17.967417335510255,17.433472450801304,1.5793067041546704,1268.4285714285713,0.0,0.0,0.5717882754653693,0.0048091844149998255,49.87618507916906,0.7,0.0,0.0,0.0,0.0,450.0,928.1,0.0,0.0,,,,,,,,,,,,
2026-09-23 14:10:45.581,18.0,0,94,42;39;94;11;28;5;3;5;44;6;0;0;12;0;0;0,984,4727,4544;4696;4709;4727;3263;2388;2224;3140;3271;2625;2832;1809;1564;1279;1072;984,4.1,0.0,945.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,61.1,22.6,0.56,0.39,29.25,14.3,63.4,76.7626045536874,4.353051072960426,17.362222014344887,16.455831132488807,1.1256811875955741,1152.5532994923858,0.0,0.0,0.0,0.0,52.000558624299345,0.7,0.0,0.0,0.0,0.0,450.0,945.1,0.0,0.0,,,,,,,,,,,,
2026-09-23 14:10:46.581,19.4,0,89,29;45;89;8;38;8;0;0;34;3;0;0;56;0;0;0,1583,4726,4502;4662;4692;4726;3163;2654;2288;2280;3233;2386;2524;2074;2737;1583;2370;1649,4.4,0.0,1196.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,56.1,22.6,0.56,0.39,29.25,15.9,63.4,75.78922915694737,4.015038379569455,16.823475530241975,15.536385553824429,1.0001761082608522,1133.4059405940593,0.0,0.0,0.0,0.0,50.70778357525273,0.7,0.0,0.0,0.0,0.0,450.0,945.1,0.0,0.0,,,,,,,,,,,,
2026-09-23 14:10:47.582,13.5,0,94,42;12;94;5;29;2;0;0;23;2;0;0;8;0;0;0,999,4717,4211;4613;4670;4717;3122;2764;2630;2249;3075;2299;2673;2091;1557;1138;1012;999,4.7,0.0,3269.5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,56.1,19.18,0.21,0.4,24.05,18.0,63.4,73.97480151836689,4.138317237550822,17.472963705429663,16.33957966459103,1.262516221241542,1142.5897435897436,0.0,0.0,0.0,0.0,50.449432270419905,0.7,0.0,0.0,0.0,0.0,450.0,2794.0,0.0,0.0,,,,,,,,,,,,
2026-09-23 14:10:48.582,21.2,0,77,33;25;77;12;36;19;22;14;27;30;12;0;17;9;5;0,1965,4640,4472;4595;4620;4640;3138;3260;3282;3360;3087;3191;3301;2800;2719;2811;1965;1991,4.5,0.0,4868.9,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,52.1,19.18,0.21,0.4,24.05,17.8,63.4,77.09388118725644,3.8946486545067156,16.181634215076574,14.601034795696085,0.8114393259621165,1149.2392344497607,0.0,0.0,0.0,0.0,50.46529667881545,0.7,0.0,0.0,0.0,0.0,450.0,4840.2,0.0,0.0,,,,,,,,,,,,
2026-09-23 14:10:49.582,6.9,0,42,22;5;42;6;12;3;0;0;20;0;0;0;2;0;0;0,1028,4672,3390;4148;4376;4672;2014;1682;1283;1254;1810;1409;1320;1355;1153;1114;1028;1128,4.7,0.0,4879.7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,39.1,19.18,0.21,0.4,24.05,17.8,63.4,72.37493114960499,3.9881223862799695,16.96113042831421,15.6647106442696,1.2088938277008054,1184.128205128205,0.0,0.0,0.0,0.0,50.424151361294285,0.8,0.4,0.0,0.0,0.0,450.0,4878.7,0.0,0.0,,,,,,,,,,,,
2026-09-23 14:10:50.583,8.2,0,48,27;5;48;3;22;3;0;0;17;0;0;0;6;0;0;0,1017,4681,3670;4071;4415;4681;2152;1696;1954;1721;2189;2712;1395;1800;1153;1017;1146;1066,4.8,0.0,4879.7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,39.1,19.18,0.21,0.4,24.05,17.8,63.4,98.18355699018998,3.740833792594845,15.305668782389334,13.744827392426403,1.013802088581529,1108.5693779904307,0.0,0.0,0.0,0.0,50.499385340504666,0.7,0.0,0.0,0.0,0.0,450.0,4879.7,0.0,0.0,,,,,,,,,,,,
