timestamp,cpu_total_pct,cpu_core_min,cpu_core_max,cpu_cores_csv,cpu_freq_min_mhz,cpu_freq_max_mhz,cpu_freq_csv,igpu_pct,igpu_ded_mb,igpu_shared_mb,nvidia_gpu_pct,nvidia_mem_pct,nvidia_mem_used_mb,nvidia_mem_total_mb,nvidia_temp_c,nvidia_power_w,nvidia_sm_clk_mhz,nvidia_mem_clk_mhz,nvidia_pcie_gen,nvidia_pcie_width,nvidia_throttle,nvidia_pcie_rx_kbs,nvidia_pcie_tx_kbs,nvidia_pstate,nvidia_power_limit_w,nvidia_sm_clk_max_mhz,nvidia_mem_clk_max_mhz,nvidia_sm_clk_eff_pct,nvidia_mem_clk_eff_pct,nvidia_power_eff_pct,npu_pct,npu_ded_mb,npu_shared_mb,npu_process_count,npu_infer_ms,cpu_throttle_pct,soc_temp_c,rapl_cpu_w,rapl_igpu_w,rapl_npu_w,rapl_soc_w,ram_used_gb,ram_total_gb,l0_gpu_busy,l0_xve_active,l0_xve_stall,l0_xve_occupancy,l0_l3_stall,l0_gpu_freq_mhz,l0_mem_read_gbs,l0_mem_write_gbs,l0_compute_busy,l0_copy_busy,l0_render_busy,zes_gpu_busy,zes_compute_busy,zes_render_busy,zes_copy_busy,zes_media_busy,zes_freq_mhz,zes_mem_used_mb,zes_temp_c,zes_power_w,dram_read_gbs,dram_write_gbs,dram_total_gbs,l3miss_millions,ia_dram_bw_gbs,nonia_dram_bw_gbs,bw_source,dram_page_hit_rate_rd,dram_page_hit_rate_wr,dram_rd_latency_imc_clks,dram_rd_latency_ns,imc_freq_ghz
2026-09-25 12:48:31.154,14.6,0,100,0;100;0;100;0;0;0;0;0;0;0;33;0;0;0;0,1173,4649,4582;4478;4587;4649;3240;1354;1373;2723;3282;2579;1380;2758;1528;1307;1173;1544,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,68.1,0.0,0.0,0.0,0.0,15.6,63.4,84.07103402273995,0.0020977387570642997,0.31416260983262745,0.03126089434538569,0.0,1370.4285714285713,0.0,0.0,0.0,0.0,57.434509430612835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-09-25 12:48:32.155,9.6,0,95,5;25;2;95;0;0;0;11;0;0;0;6;0;0;0;11,1438,4738,4444;4320;4738;4698;3188;2183;1635;2749;2967;3223;2671;2589;2078;1814;1438;1622,1.4,0.0,936.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,70.1,0.0,0.0,0.0,0.0,15.6,63.4,79.03916246382917,0.05210474024519141,3.4792975371734043,2.1373059157068366,0.32249372122717684,1081.377049180328,0.0,0.0,0.0,0.0,51.92575216885717,0.0,0.0,0.0,0.0,0.0,450.0,936.0,0.0,0.0,,,,,,,,,,,,
2026-09-25 12:48:33.155,13.4,2,88,19;26;9;88;5;2;2;19;6;3;2;15;2;2;2;16,1780,4720,4527;4259;4720;4682;3220;3150;3195;2741;3071;3431;3277;2868;2051;2075;2067;1780,0.7,0.0,931.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,68.1,18.92,0.06,0.39,23.26,15.6,63.4,81.1230329729847,0.022213651249593257,1.6963604945574224,0.8636357952389366,0.16878183808456146,1052.0927835051546,0.0,0.0,0.0,0.0,51.866385180234296,0.2,0.0,0.0,0.0,0.0,450.0,931.0,0.0,0.0,,,,,,,,,,,,
2026-09-25 12:48:34.156,13.0,0,83,20;33;6;83;2;0;0;25;6;0;2;19;0;0;0;12,1334,4624,4440;4258;4562;4624;2837;1797;1576;2688;3027;3148;2742;2594;1584;1334;1383;1676,2.7,0.0,949.3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,60.1,18.92,0.06,0.39,23.26,15.7,63.4,74.56045499474111,0.02169997143944857,1.1116906128296948,0.33747609184509275,0.10374902956413501,1305.5656565656566,0.0,0.0,1.0157300546915844,0.27099738458190303,50.70404911729874,0.3,0.0,0.0,0.0,0.0,450.0,924.5,0.0,0.0,,,,,,,,,,,,
2026-09-25 12:48:35.157,16.9,0,92,14;76;11;92;3;0;0;30;8;2;0;23;2;0;0;11,966,4704,4686;4626;4691;4704;3228;1702;1948;3117;3367;3433;3082;3083;1755;1044;966;1791,2.3,0.0,947.2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,69.1,18.92,0.06,0.39,23.26,15.9,63.4,80.57625413124379,1.3392829421352452,15.19219099993889,14.333432617518477,0.986785139694201,1165.923076923077,0.0,0.0,0.0,0.0,51.144971679713436,0.3,0.0,0.0,0.0,0.0,450.0,946.2,0.0,0.0,,,,,,,,,,,,
2026-09-25 12:48:36.157,17.5,0,95,33;60;5;95;2;0;0;17;3;0;2;12;0;0;0;52,1796,4716,4648;4631;4716;4703;3349;3317;1801;2729;3110;3054;1973;2594;2023;1796;2643;2604,3.1,0.0,936.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,66.1,18.92,0.06,0.39,23.26,15.9,63.4,77.84178478991399,0.803179951011562,12.005741275114115,9.788456757140697,0.7523411786661781,1170.72131147541,0.0,0.0,0.0,0.0,50.224239457520795,0.6,0.0,0.0,0.0,0.0,450.0,938.3,0.0,0.0,,,,,,,,,,,,
2026-09-25 12:48:37.157,14.7,0,86,17;38;9;86;2;0;0;25;13;3;0;22;0;0;0;21,1514,4679,4610;4399;4679;4646;3296;3367;3424;3180;3359;3375;3419;3167;1514;1876;1809;2615,1.3,0.0,929.6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,72.1,20.43,0.16,0.39,25.11,15.8,63.4,80.53234302520752,0.026633529489772628,1.9056670951843262,0.9868885953188874,0.16185831069946288,1070.25,0.0,0.0,0.0,0.0,51.82514709558338,0.3,0.0,0.0,0.0,0.0,450.0,929.6,0.0,0.0,,,,,,,,,,,,
2026-09-25 12:48:38.158,16.5,0,89,28;50;11;89;6;0;2;31;5;3;0;28;0;0;0;12,1062,4691,4579;4502;4691;4645;2704;3247;3385;3162;3237;3213;3385;3145;1803;1978;1062;2467,0.8,0.0,928.6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,82.1,20.43,0.16,0.39,25.11,15.7,63.4,98.40252226432868,0.036485622290818566,2.11370976935182,1.167387891717387,0.1525490959133722,1128.203539823009,0.0,0.0,0.0,0.0,52.56479871945571,0.3,0.0,0.0,0.0,0.0,450.0,928.6,0.0,0.0,,,,,,,,,,,,
2026-09-25 12:48:39.158,10.6,0,91,21;11;5;91;11;0;0;5;3;0;0;6;4;3;3;6,1011,4717,4024;4016;4717;4674;2745;3090;1335;2440;2681;2914;3126;2649;1150;1011;1340;1241,1.8,0.0,928.6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,73.1,20.43,0.16,0.39,25.11,15.7,63.4,98.5848386846661,0.02650654497854389,1.8611484569582073,0.9062779769747024,0.19053709401379218,1108.090909090909,0.0,0.0,0.0,0.0,53.04096204505868,0.2,0.0,0.0,0.0,0.0,450.0,928.6,0.0,0.0,,,,,,,,,,,,
2026-09-25 12:48:40.158,11.7,0,92,33;12;6;92;19;3;0;0;17;0;0;0;5;0;0;0,1032,4697,4096;4531;4697;4683;2764;2899;2783;2747;2775;2695;2642;2924;1254;1093;1180;1032,1.3,0.0,928.6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,69.1,20.43,0.16,0.39,25.11,15.8,63.4,98.27772822638451,0.5573180600932829,9.342396631543272,7.545589409245573,0.510209456989381,1113.039408866995,0.0,0.0,0.0,0.0,51.55560280573486,0.2,0.0,0.0,0.0,0.0,450.0,928.6,0.0,0.0,,,,,,,,,,,,
